segment,object_code,object_name,country,parameter,date,value,source_file
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-01,80.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-02,76.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-03,76.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-04,80.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-05,60.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-06,60.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-07,60.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-08,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-09,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-10,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-11,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-12,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-13,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-14,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-15,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-16,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-17,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-18,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-19,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-22,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-23,100.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-24,90.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-25,90.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-26,90.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-27,75.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-28,60.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-29,60.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,all,discharge,2023-04-30,60.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-01,40.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-02,38.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-03,38.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-04,40.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-05,30.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-06,30.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-07,30.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-08,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-09,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-10,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-11,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-12,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-13,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-14,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-15,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-16,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-17,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-18,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-19,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-22,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-23,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-24,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-25,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-26,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-27,40.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-28,30.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-29,30.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Uzbekistan,discharge,2023-04-30,30.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-01,40.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-02,38.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-03,38.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-04,40.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-05,30.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-06,30.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-07,30.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-08,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-09,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-10,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-11,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-12,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-13,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-14,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-15,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-16,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-17,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-18,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-19,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-20,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-21,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-22,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-23,50.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-24,40.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-25,40.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-26,40.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-27,35.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-28,30.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-29,30.0,апрель 2023.xlsx
BahriTojik–Shardara,Dustlik_canal,Канал Дустлик,Kazakhstan,discharge,2023-04-30,30.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-01,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-02,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-03,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-04,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-05,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-06,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-07,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-08,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-09,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-10,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-11,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-12,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-13,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-14,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-15,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-16,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-17,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-18,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-19,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-22,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-23,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-24,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-25,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-26,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-27,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-28,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-29,5.0,апрель 2023.xlsx
FarhadDam,Farhad_release,Сброс с Фархадской плотины,all,discharge,2023-04-30,5.0,апрель 2023.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-01,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-02,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-03,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-04,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-05,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-06,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-07,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-08,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-09,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-10,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-11,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-12,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-13,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-14,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-15,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-16,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-17,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-18,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-19,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-20,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-21,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-22,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-23,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-24,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-25,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-26,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-27,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-28,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-29,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,all,discharge,2024-04-30,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-01,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-02,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-03,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-04,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-05,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-06,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-07,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-08,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-09,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-10,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-11,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-12,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-13,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-14,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-15,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-16,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-17,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-18,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-19,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-20,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-21,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-22,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-23,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-24,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-25,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-26,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-27,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-28,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-29,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Uzbekistan,discharge,2024-04-30,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-01,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-02,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-03,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-04,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-05,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-06,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-07,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-08,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-09,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-10,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-11,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-12,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-13,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-14,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-15,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-16,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-17,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-18,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-19,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-20,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-21,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-22,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-23,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-24,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-25,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-26,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-27,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-28,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-29,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,LNK,ЛНК,Kyrgyzstan,discharge,2024-04-30,0.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-01,20.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-02,20.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-03,20.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-04,20.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-05,20.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-06,20.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-07,20.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-08,20.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-09,20.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-10,30.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-11,30.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-12,30.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-13,30.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-14,30.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-15,30.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-16,30.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-17,30.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-18,30.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-19,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-20,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-21,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-22,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-23,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-24,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-25,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-26,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-27,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-28,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-29,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,all,discharge,2024-04-30,32.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,Uzbekistan,discharge,2024-04-01,20.0,апрель 2024.xlsx
Toktogul–BahriTojik,BNK,Большой Наманганский канал,Uzbekistan,discharge,2024-04-02,20.0,апрель 2024.xlsx
